rank,x0,y0,d,theta0_degree,delta_theta_degree,gain,mse,rmse
1317,38.2358,47.3805,0.2882,39.0462,0.9673,1.3679,163.5129,12.7872
1318,40.3659,65.2248,0.2876,19.2952,1.0117,1.3571,163.7382,12.7960
1319,42.1193,65.3126,0.2792,20.9872,0.9818,1.3420,163.7632,12.7970
1320,42.2822,65.9085,0.2793,19.4918,1.0432,1.3313,163.9502,12.8043
1321,38.6801,47.4691,0.2859,36.9483,1.0193,1.3509,164.1963,12.8139
1322,38.3369,47.6874,0.2876,39.9744,0.9996,1.3589,164.2451,12.8158
1323,43.3178,65.3433,0.2734,21.0256,1.0181,1.3216,164.2548,12.8162
1324,38.6688,47.1232,0.2860,38.2308,0.9897,1.3573,164.3380,12.8194
1325,42.6816,65.4452,0.2766,18.3653,1.0038,1.3320,164.3598,12.8203
1326,43.1117,62.4850,0.2707,19.0570,0.9579,1.3236,164.4797,12.8250
1327,39.2475,46.5566,0.2833,40.2949,0.9636,1.3565,164.4834,12.8251
1328,42.1226,65.1345,0.2789,20.7866,0.9780,1.3415,164.7075,12.8338
1329,43.5816,64.1129,0.2704,22.9489,1.0382,1.3099,164.8073,12.8377
1330,42.3214,66.0024,0.2792,18.4983,1.0182,1.3355,164.8599,12.8398
1331,43.7948,64.5129,0.2699,18.5299,1.0543,1.3066,164.9063,12.8416
1332,41.3514,65.7493,0.2836,20.3950,0.9998,1.3489,165.0410,12.8468
1333,39.6987,62.4889,0.2875,21.3072,0.9606,1.3644,165.2047,12.8532
1334,40.7343,66.0222,0.2869,19.8940,1.0221,1.3528,165.3668,12.8595
1335,43.8343,63.6602,0.2686,20.6428,0.9636,1.3178,165.7424,12.8741
1336,43.3159,64.3848,0.2721,22.3344,1.0460,1.3121,165.8093,12.8767
1337,42.0510,46.7085,0.2690,39.0674,0.9560,1.3232,166.4172,12.9003
1338,40.9239,47.6102,0.2745,39.9874,1.0213,1.3227,166.5728,12.9063
1339,38.7135,48.7008,0.2855,37.3526,1.0497,1.3441,166.7570,12.9134
1340,42.4993,65.4746,0.2776,19.9296,0.9885,1.3356,166.7648,12.9137
1341,40.3704,63.7670,0.2857,20.3910,0.9724,1.3574,166.9374,12.9204
1342,41.4543,66.2683,0.2838,17.6843,1.0367,1.3424,166.9695,12.9217
1343,38.8494,47.0955,0.2851,38.8187,1.0073,1.3502,167.1649,12.9292
1344,43.7008,64.6491,0.2706,21.0807,0.9743,1.3207,167.2585,12.9328
1345,38.7742,50.3683,0.2851,35.4385,1.0826,1.3385,167.5248,12.9431
1346,43.6018,64.8886,0.2714,21.5104,1.0300,1.3129,167.5461,12.9440
1347,43.9472,63.8482,0.2683,20.6369,0.9657,1.3159,167.6507,12.9480
1348,40.9292,63.5320,0.2827,22.2254,0.9456,1.3540,167.6812,12.9492
1349,37.9418,49.5564,0.2894,38.4823,1.0446,1.3538,167.6894,12.9495
1350,42.0069,66.2826,0.2811,18.1381,1.0476,1.3336,167.8300,12.9549
1351,42.7316,65.8064,0.2769,19.5099,0.9998,1.3318,167.8795,12.9568
1352,40.3914,46.4769,0.2775,41.3954,0.9925,1.3345,168.1479,12.9672
1353,43.7320,64.6530,0.2704,21.0508,1.0383,1.3087,168.2789,12.9722
1354,38.3483,47.7668,0.2875,37.1175,1.0289,1.3512,168.3084,12.9734
1355,40.7348,46.2071,0.2759,39.9065,0.9425,1.3422,168.4036,12.9770
1356,44.0502,64.4003,0.2685,19.6940,0.9829,1.3136,168.6014,12.9847
1357,42.1487,46.9456,0.2685,40.4378,0.9875,1.3134,168.7396,12.9900
1358,41.6526,47.0320,0.2710,38.9900,1.0128,1.3145,168.7683,12.9911
1359,41.1323,65.5026,0.2843,20.7129,0.9878,1.3509,168.8367,12.9937
1360,43.0608,65.3366,0.2746,20.3211,0.9830,1.3285,168.8963,12.9960
1361,40.6840,64.9830,0.2857,20.3113,0.9860,1.3546,168.9005,12.9962
1362,40.8662,47.2045,0.2749,38.9659,1.0252,1.3218,169.0184,13.0007
1363,39.9670,46.6125,0.2796,38.8507,1.0125,1.3352,169.1902,13.0073
1364,39.6531,47.2895,0.2810,37.9233,1.0332,1.3348,169.3421,13.0132
1365,41.4310,46.2593,0.2723,38.8388,0.9669,1.3273,169.3533,13.0136
1366,40.2240,63.9632,0.2867,22.1541,0.9595,1.3608,169.5461,13.0210
1367,38.9240,46.9300,0.2848,39.2535,1.0058,1.3486,169.5975,13.0230
1368,41.7513,65.7585,0.2816,19.4872,0.9957,1.3428,169.6796,13.0261
1369,39.9011,65.0316,0.2896,20.7268,0.9967,1.3617,169.6994,13.0269
1370,41.3203,46.2568,0.2729,38.0804,0.9869,1.3240,169.7141,13.0274
1371,41.3431,47.4999,0.2724,38.3716,1.0320,1.3143,169.8470,13.0325
1372,40.8635,64.8146,0.2846,20.5092,0.9776,1.3528,169.8567,13.0329
1373,41.3952,46.3971,0.2725,41.6097,0.9838,1.3231,170.1626,13.0446
1374,42.0116,46.8232,0.2692,40.7559,0.9891,1.3141,170.3562,13.0521
1375,43.5567,65.1565,0.2720,17.7713,1.0582,1.3086,170.6736,13.0642
1376,41.1193,46.8099,0.2737,39.7003,1.0126,1.3204,170.6790,13.0644
1377,41.8140,47.2564,0.2701,38.7173,1.0201,1.3102,170.7049,13.0654
1378,42.0643,46.5232,0.2690,38.4831,0.9747,1.3169,170.7774,13.0682
1379,42.4899,66.0613,0.2785,18.6603,1.0526,1.3248,170.8084,13.0694
1380,40.7583,65.5073,0.2861,20.6444,0.9907,1.3538,170.9409,13.0744
1381,39.9260,46.1124,0.2800,39.8948,0.9864,1.3405,170.9746,13.0757
1382,40.2314,66.0658,0.2895,21.7088,1.0108,1.3581,171.0255,13.0777
1383,43.0043,65.8343,0.2756,20.0304,1.0357,1.3208,171.0890,13.0801
1384,40.7948,66.4849,0.2873,19.0877,1.0377,1.3483,171.1409,13.0821
1385,40.6677,46.0738,0.2763,41.0248,0.9863,1.3313,171.4464,13.0938
1386,40.4731,48.0320,0.2767,37.6383,1.0515,1.3209,171.6990,13.1034
1387,40.5934,62.3604,0.2829,20.9678,0.9427,1.3525,171.7190,13.1042
1388,40.6952,46.5908,0.2759,40.9531,1.0035,1.3269,171.8592,13.1095
1389,41.1125,65.9597,0.2850,20.1554,0.9991,1.3493,172.1711,13.1214
1390,43.7087,65.4577,0.2717,19.3992,0.9984,1.3174,172.2231,13.1234
1391,39.9294,46.3245,0.2799,37.8251,1.0111,1.3347,172.2437,13.1242
1392,38.5883,47.4481,0.2864,39.6714,1.0167,1.3492,172.2503,13.1244
1393,41.2781,46.4618,0.2730,39.8057,1.0037,1.3197,172.3426,13.1279
1394,38.1989,47.6792,0.2883,39.2043,1.0176,1.3533,172.6010,13.1378
1395,42.1733,47.8708,0.2681,39.3539,1.0225,1.3043,172.6030,13.1378
1396,42.9613,65.7890,0.2758,20.8520,1.0362,1.3200,173.0568,13.1551
1397,41.3783,47.0017,0.2724,40.7467,1.0099,1.3166,173.1322,13.1580
1398,42.3982,66.1495,0.2791,17.7421,1.0121,1.3326,173.1405,13.1583
1399,38.9377,46.6969,0.2848,39.0350,1.0063,1.3468,173.4400,13.1697
1400,39.0229,47.0215,0.2843,39.6506,1.0161,1.3437,173.7049,13.1797
1401,38.2091,47.0120,0.2884,39.5788,0.9876,1.3590,173.7440,13.1812
1402,43.9902,65.3194,0.2701,20.0967,1.0128,1.3105,173.7501,13.1814
1403,39.8314,46.1220,0.2805,39.0333,0.9997,1.3375,174.2137,13.1990
1404,41.9018,47.3596,0.2696,38.0404,1.0304,1.3057,174.3860,13.2055
1405,43.8571,64.7490,0.2699,19.7906,1.0511,1.3026,174.6530,13.2156
1406,43.4600,65.5575,0.2730,17.9839,1.0002,1.3193,174.6686,13.2162
1407,43.9283,65.4710,0.2706,19.4963,1.0174,1.3106,174.6770,13.2165
1408,42.6830,66.2705,0.2779,19.4129,1.0400,1.3238,174.8091,13.2215
1409,41.7558,66.3894,0.2825,18.9969,1.0093,1.3405,174.8473,13.2230
1410,40.4985,65.3795,0.2872,19.9549,0.9925,1.3543,174.8612,13.2235
1411,40.3912,65.5911,0.2880,20.7599,0.9928,1.3562,174.9164,13.2256
1412,41.3135,47.7911,0.2725,39.2626,1.0360,1.3119,174.9718,13.2277
1413,39.9984,45.9731,0.2797,39.4697,0.9949,1.3360,175.3871,13.2434
1414,43.6223,65.2456,0.2718,19.2465,0.9848,1.3182,175.5330,13.2489
1415,42.4336,65.9227,0.2785,21.5273,0.9773,1.3359,175.7139,13.2557
1416,39.5840,46.1499,0.2817,39.9391,0.9978,1.3401,175.7982,13.2589
1417,39.4819,45.9861,0.2823,39.6503,0.9775,1.3458,176.0322,13.2677
1418,41.6097,46.0127,0.2715,39.1660,0.9819,1.3187,176.3752,13.2806
1419,42.8205,63.6911,0.2736,23.5427,1.0745,1.3055,176.4117,13.2820
1420,38.4299,47.1890,0.2872,38.8490,1.0186,1.3489,176.4933,13.2851
1421,40.0127,63.7292,0.2874,21.1537,0.9599,1.3588,177.1228,13.3087
1422,39.7511,46.2887,0.2808,37.9483,1.0184,1.3333,177.1419,13.3095
1423,38.3583,47.1520,0.2876,38.1762,1.0206,1.3489,177.3182,13.3161
1424,42.4679,66.5235,0.2793,18.3164,1.0126,1.3312,177.3295,13.3165
1425,42.2118,66.5871,0.2806,19.3175,1.0083,1.3350,177.3635,13.3178
1426,40.3014,65.0490,0.2877,20.8043,0.9794,1.3565,177.3662,13.3179
1427,43.3740,65.8450,0.2739,21.8078,1.0172,1.3169,177.6133,13.3272
1428,42.3448,65.6583,0.2786,19.4426,0.9812,1.3342,177.7192,13.3311
1429,41.3572,45.8733,0.2728,38.5111,0.9754,1.3229,177.7817,13.3335
1430,41.9982,46.1029,0.2695,39.5301,0.9647,1.3172,177.8401,13.3357
1431,41.3245,66.2812,0.2845,19.7047,0.9995,1.3452,178.1883,13.3487
1432,39.8683,48.7539,0.2797,36.6458,1.0739,1.3222,178.4914,13.3601
1433,41.4931,48.5034,0.2715,37.5646,1.0593,1.3044,178.5803,13.3634
1434,41.5833,46.3033,0.2715,40.1709,1.0030,1.3134,178.6777,13.3670
1435,39.0729,46.8943,0.2841,40.1878,1.0182,1.3405,179.0837,13.3822
1436,40.5391,45.5861,0.2771,40.5644,0.9798,1.3314,179.0899,13.3824
1437,41.7498,45.9335,0.2708,39.4740,0.9783,1.3167,179.0991,13.3828
1438,41.8265,46.0967,0.2704,40.3957,0.9878,1.3134,179.2573,13.3887
1439,41.1063,66.9488,0.2865,18.9827,1.0397,1.3423,179.4240,13.3949
1440,43.6975,65.8290,0.2723,18.6578,0.9973,1.3155,180.2225,13.4247
1441,41.1048,66.7937,0.2863,19.6797,1.0174,1.3454,180.4674,13.4338
1442,40.7613,64.8626,0.2852,20.9945,0.9640,1.3514,180.4717,13.4340
1443,40.9604,66.0108,0.2858,19.1753,0.9980,1.3476,180.5059,13.4352
1444,43.6604,66.1156,0.2729,16.0354,1.0332,1.3113,180.8080,13.4465
1445,40.4091,65.6394,0.2880,21.3184,0.9817,1.3553,180.9152,13.4505
1446,44.0055,65.8223,0.2708,17.7151,1.0180,1.3084,180.9530,13.4519
1447,41.0369,46.8702,0.2741,38.7942,1.0343,1.3133,180.9548,13.4519
1448,42.0819,66.5576,0.2812,17.7660,1.0104,1.3343,181.3869,13.4680
1449,38.0908,47.6206,0.2889,37.7846,1.0377,1.3470,181.7278,13.4806
1450,39.4826,46.1460,0.2822,40.8510,1.0038,1.3375,181.7403,13.4811
1451,39.8528,45.8856,0.2804,40.2944,1.0025,1.3335,181.7880,13.4829
1452,42.7611,66.8152,0.2783,17.7076,1.0232,1.3250,182.1604,13.4967
1453,41.2729,66.4155,0.2849,20.3485,0.9937,1.3454,182.1940,13.4979
1454,40.5174,45.7193,0.2772,41.1708,0.9951,1.3268,182.2497,13.5000
1455,43.3520,65.6870,0.2737,19.9322,1.0509,1.3084,182.3720,13.5045
1456,44.0524,64.6194,0.2688,19.6713,0.9667,1.3104,182.4253,13.5065
1457,39.4677,47.3879,0.2819,39.1266,1.0422,1.3302,182.5435,13.5109
1458,41.3208,45.5218,0.2732,40.5569,0.9661,1.3235,182.5521,13.5112
1459,41.1050,48.2264,0.2735,39.3547,1.0498,1.3092,182.5929,13.5127
1460,43.4623,66.3647,0.2742,17.1021,1.0180,1.3160,182.5946,13.5128
1461,38.8571,46.2701,0.2853,39.5276,1.0043,1.3443,182.7526,13.5186
1462,41.7493,45.8845,0.2709,40.1964,0.9907,1.3123,183.0541,13.5297
1463,40.4612,66.7504,0.2893,20.3624,1.0655,1.3419,183.0761,13.5306
1464,39.8113,46.2727,0.2805,40.8994,1.0123,1.3312,183.3716,13.5415
1465,39.9524,65.3574,0.2898,19.0343,0.9997,1.3553,183.5386,13.5476
1466,42.4925,66.0079,0.2784,19.5400,0.9800,1.3312,183.6469,13.5516
1467,43.4143,63.7875,0.2708,20.6745,0.9396,1.3179,183.8280,13.5583
1468,43.2076,66.6392,0.2759,17.1146,1.0200,1.3190,184.1600,13.5706
1469,40.8736,67.1267,0.2879,18.8910,1.0360,1.3441,184.3954,13.5792
1470,42.1467,65.7349,0.2797,19.4090,0.9752,1.3345,184.4761,13.5822
1471,39.8861,45.7675,0.2803,38.4790,1.0114,1.3301,184.6982,13.5904
1472,41.2965,45.4718,0.2733,39.8279,0.9791,1.3200,184.8046,13.5943
1473,41.3360,66.5999,0.2849,19.5288,0.9996,1.3431,184.8336,13.5954
1474,39.6600,64.3616,0.2899,21.1936,0.9676,1.3601,184.9185,13.5985
1475,41.2771,65.6372,0.2838,20.3192,0.9716,1.3446,185.3423,13.6140
1476,40.8533,66.0973,0.2865,18.3414,1.0021,1.3463,185.3787,13.6154
1477,38.3232,46.2173,0.2881,40.3614,0.9736,1.3560,185.4544,13.6182
1478,40.5873,67.0146,0.2891,19.0228,1.0296,1.3475,185.6093,13.6239
1479,38.7206,47.1506,0.2858,39.1880,1.0352,1.3387,185.8679,13.6333
1480,39.6141,45.9472,0.2816,41.3190,1.0036,1.3343,185.9540,13.6365
1481,40.3461,45.5657,0.2781,39.1000,1.0062,1.3252,186.1038,13.6420
1482,40.7836,45.4605,0.2759,40.4379,0.9953,1.3221,186.2396,13.6470
1483,42.0383,46.7092,0.2691,39.2777,1.0229,1.3007,186.2526,13.6474
1484,44.1230,64.6795,0.2685,19.8590,0.9622,1.3086,186.3972,13.6527
1485,43.5919,66.1951,0.2733,19.4661,1.0345,1.3089,186.4857,13.6560
1486,39.7329,45.3613,0.2813,40.6098,0.9579,1.3431,186.5300,13.6576
1487,38.5209,46.9947,0.2868,37.9047,1.0379,1.3401,186.6515,13.6620
1488,40.5226,65.2801,0.2869,20.8381,0.9689,1.3519,186.8567,13.6696
1489,40.8686,65.5272,0.2856,21.0229,0.9672,1.3490,186.8600,13.6697
1490,39.3096,46.3616,0.2830,40.6152,1.0172,1.3348,186.8649,13.6699
1491,41.0560,65.6481,0.2848,19.7476,0.9769,1.3456,186.9375,13.6725
1492,43.0833,65.3756,0.2746,19.1007,1.0789,1.3034,186.9829,13.6742
1493,41.2772,45.9695,0.2732,40.6687,1.0090,1.3127,187.0936,13.6782
1494,39.2205,45.5873,0.2838,40.0349,0.9775,1.3442,187.2546,13.6841
1495,40.6297,66.7362,0.2885,19.0174,1.0819,1.3354,187.2660,13.6845
1496,41.1618,67.0339,0.2864,19.7201,1.0118,1.3434,187.3893,13.6890
1497,38.6752,46.9994,0.2860,37.4180,1.0451,1.3365,187.9256,13.7086
1498,44.2018,65.5868,0.2695,17.9185,1.0467,1.2970,188.0609,13.7135
1499,41.2158,46.4812,0.2733,39.3322,1.0313,1.3088,188.2031,13.7187
1500,43.3632,66.8056,0.2754,18.1281,1.0184,1.3160,188.3434,13.7238
1501,38.7257,48.0754,0.2856,39.6189,1.0498,1.3353,188.4692,13.7284
1502,38.6126,46.9516,0.2864,39.5794,1.0306,1.3396,188.5230,13.7304
1503,40.7207,46.0202,0.2760,40.9588,1.0143,1.3179,188.5614,13.7318
1504,40.9705,45.3553,0.2750,42.8625,0.9813,1.3215,188.5836,13.7326
1505,43.2031,66.5796,0.2758,18.0343,1.0000,1.3198,188.6861,13.7363
1506,39.6323,62.5595,0.2879,21.0150,0.9406,1.3568,188.7408,13.7383
1507,43.4543,65.6087,0.2731,20.3175,0.9648,1.3185,188.7910,13.7401
1508,42.3147,67.0332,0.2808,18.3330,1.0076,1.3304,189.0314,13.7489
1509,44.2432,65.7115,0.2695,19.6640,0.9844,1.3067,189.2124,13.7554
1510,42.4638,66.8202,0.2798,15.2717,1.0252,1.3254,189.2490,13.7568
1511,42.4582,65.9817,0.2785,20.5583,0.9656,1.3311,189.4294,13.7633
1512,43.4204,66.8048,0.2751,18.5484,1.0134,1.3157,189.4968,13.7658
1513,42.2387,46.0663,0.2683,40.3938,0.9978,1.3018,189.6560,13.7716
1514,42.0290,67.4079,0.2828,18.8296,1.0263,1.3313,190.0003,13.7841
1515,44.2791,66.0198,0.2697,18.4256,1.0180,1.3018,190.0650,13.7864
1516,41.5089,67.4227,0.2853,18.1396,1.0511,1.3327,190.2803,13.7942
1517,40.2259,45.2946,0.2788,41.9366,0.9903,1.3281,190.3516,13.7968
1518,40.0080,45.1368,0.2800,40.3825,0.9755,1.3341,190.5268,13.8031
1519,38.2199,46.5129,0.2885,39.1066,1.0150,1.3461,190.6796,13.8087
1520,42.6759,67.1960,0.2793,19.0078,1.0096,1.3257,190.8309,13.8142
1521,42.6756,66.5607,0.2783,17.8081,0.9950,1.3256,190.9083,13.8170
1522,43.2449,66.9966,0.2763,17.6293,1.0326,1.3146,190.9571,13.8187
1523,40.9439,45.1129,0.2753,39.8536,0.9800,1.3217,190.9840,13.8197
1524,40.7250,67.4134,0.2891,18.5730,1.0392,1.3433,190.9948,13.8201
1525,39.5973,45.8122,0.2818,40.6063,1.0123,1.3307,190.9974,13.8202
1526,38.8021,45.7146,0.2858,40.1875,0.9877,1.3451,191.0661,13.8227
1527,43.2632,66.3467,0.2752,19.6331,0.9803,1.3201,191.1148,13.8244
1528,41.4845,45.6958,0.2723,39.9251,1.0093,1.3085,191.1308,13.8250
1529,42.2926,67.2547,0.2813,16.9568,1.0218,1.3284,191.1577,13.8260
1530,41.0119,45.3908,0.2748,40.1388,1.0039,1.3154,191.5139,13.8389
1531,41.7300,45.4882,0.2711,41.1797,0.9904,1.3090,191.9666,13.8552
1532,41.0560,66.0402,0.2854,19.8175,0.9781,1.3444,192.0557,13.8584
1533,40.9840,45.0738,0.2751,39.7946,0.9743,1.3220,192.1335,13.8612
1534,42.0335,45.5169,0.2696,40.0390,0.9823,1.3069,192.1493,13.8618
1535,42.8200,67.1061,0.2785,18.1717,1.0451,1.3169,192.2247,13.8645
1536,40.2873,66.0628,0.2892,21.0712,0.9809,1.3530,192.3451,13.8689
1537,44.1354,66.2363,0.2708,19.7585,0.9959,1.3067,192.4558,13.8728
1538,40.3657,65.9368,0.2886,20.0381,0.9842,1.3509,192.5873,13.8776
1539,44.4925,65.9646,0.2686,18.1624,1.0139,1.2984,193.1144,13.8966
1540,39.5200,45.0918,0.2825,42.4133,0.9682,1.3402,193.1758,13.8988
1541,40.3684,44.9010,0.2783,41.3597,0.9601,1.3323,193.1958,13.8995
1542,42.0749,67.5724,0.2828,16.6597,1.0423,1.3276,193.3132,13.9037
1543,41.3180,45.5107,0.2732,42.8459,0.9914,1.3130,193.3795,13.9061
1544,40.8476,44.8552,0.2759,42.5853,0.9456,1.3297,193.4881,13.9100
1545,44.1646,66.3965,0.2709,17.6434,1.0119,1.3040,193.8019,13.9213
1546,38.0309,45.9700,0.2896,40.6204,0.9574,1.3597,193.8702,13.9237
1547,39.5256,62.8932,0.2888,22.2235,0.9294,1.3584,193.9291,13.9258
1548,40.0555,45.8261,0.2794,40.7126,1.0193,1.3228,194.0067,13.9286
1549,43.4641,66.4712,0.2744,18.5305,0.9878,1.3158,194.0499,13.9302
1550,40.9628,45.9009,0.2748,41.2844,1.0159,1.3123,194.2365,13.9369
1551,41.2466,46.4892,0.2732,39.5267,1.0374,1.3049,194.2946,13.9390
1552,41.1955,46.1976,0.2735,38.1808,1.0416,1.3046,194.8654,13.9594
1553,40.2205,66.0621,0.2895,18.6100,0.9985,1.3496,194.8889,13.9603
1554,42.8359,67.0630,0.2783,17.5403,1.0041,1.3224,195.0115,13.9647
1555,42.0715,66.5837,0.2813,19.3618,0.9799,1.3329,195.1787,13.9706
1556,43.3310,67.0962,0.2760,17.1823,1.0121,1.3154,195.6008,13.9857
1557,43.3942,67.2128,0.2759,17.6369,1.0252,1.3126,196.3878,14.0138
1558,40.8802,66.2084,0.2865,18.3022,0.9910,1.3430,196.4600,14.0164
1559,40.3993,44.8297,0.2781,41.6161,0.9824,1.3254,196.4733,14.0169
1560,40.8112,45.1248,0.2759,41.7672,0.9966,1.3172,196.4816,14.0172
1561,41.9341,45.9032,0.2699,41.4450,1.0066,1.3010,196.5288,14.0189
1562,41.3081,44.8797,0.2735,41.4317,0.9548,1.3206,196.6418,14.0229
1563,42.0704,66.5073,0.2812,18.5010,0.9828,1.3315,196.6697,14.0239
1564,40.1875,45.6903,0.2788,42.5855,1.0083,1.3218,197.3522,14.0482
1565,40.4526,44.7259,0.2779,41.3258,0.9727,1.3266,197.3722,14.0489
1566,38.7007,46.1477,0.2862,40.2688,1.0216,1.3367,197.4321,14.0511
1567,38.7811,46.4326,0.2857,39.2726,1.0361,1.3331,197.4477,14.0516
1568,43.5889,66.5179,0.2739,16.8073,0.9968,1.3116,197.7124,14.0610
1569,41.7294,45.0921,0.2713,39.7211,0.9831,1.3084,197.8335,14.0653
1570,40.7777,45.3672,0.2760,41.4399,1.0091,1.3144,198.1748,14.0775
1571,42.0385,66.7307,0.2817,19.5195,0.9785,1.3327,198.1754,14.0775
1572,40.1068,44.7466,0.2797,44.3388,0.9667,1.3311,198.1965,14.0782
1573,40.3555,45.7779,0.2779,39.4742,1.0326,1.3150,198.5112,14.0894
1574,41.9460,51.0769,0.2691,35.1075,1.1093,1.2852,198.6461,14.0942
1575,40.3750,44.9316,0.2782,39.5205,1.0036,1.3202,199.0324,14.1079
1576,42.7420,67.6550,0.2797,16.0144,1.0315,1.3198,199.1872,14.1134
1577,43.9520,66.0636,0.2714,18.3131,0.9783,1.3075,199.2508,14.1156
1578,42.1951,66.8132,0.2810,16.8412,0.9982,1.3277,199.3622,14.1196
1579,40.1438,44.7604,0.2795,40.7553,0.9515,1.3346,199.3794,14.1202
1580,40.6816,65.1203,0.2859,21.2787,0.9465,1.3468,199.4415,14.1224
1581,38.7200,45.1316,0.2865,42.3592,0.9534,1.3503,199.6494,14.1297
1582,40.8751,66.8332,0.2875,19.1777,0.9937,1.3434,199.7070,14.1318
1583,38.4319,45.9543,0.2876,40.4211,1.0123,1.3405,199.7312,14.1326
1584,44.6404,66.1469,0.2682,19.0715,1.0016,1.2962,200.0952,14.1455
1585,42.4897,67.1295,0.2801,18.0872,0.9935,1.3258,200.2578,14.1512
1586,39.1888,45.2165,0.2841,39.9404,1.0028,1.3336,200.4222,14.1571
1587,43.9011,66.3812,0.2721,18.6436,1.0487,1.2973,200.7532,14.1687
1588,42.2929,45.3800,0.2683,41.4373,0.9263,1.3132,200.8559,14.1724
1589,40.1312,46.4762,0.2788,38.8747,1.0528,1.3132,201.1564,14.1830
1590,44.1771,66.8207,0.2715,17.4679,1.0142,1.3018,201.2445,14.1861
1591,39.5321,46.2466,0.2819,40.6078,1.0360,1.3228,201.8333,14.2068
1592,38.8223,45.1641,0.2860,40.7267,0.9832,1.3413,201.9722,14.2117
1593,40.7933,64.2884,0.2843,20.5078,0.9365,1.3423,202.0303,14.2137
1594,39.1881,45.6702,0.2839,41.5518,1.0151,1.3304,202.0568,14.2147
1595,43.6015,66.8048,0.2742,18.6406,0.9848,1.3123,202.1108,14.2166
1596,41.1765,67.4451,0.2869,17.9789,1.0113,1.3383,202.1381,14.2175
1597,38.2620,45.6758,0.2886,40.1242,0.9974,1.3444,202.1994,14.2197
1598,40.9178,45.0401,0.2754,40.8255,1.0092,1.3112,202.3518,14.2250
1599,43.3687,66.9887,0.2757,18.2058,0.9891,1.3149,202.4877,14.2298
1600,41.5956,67.7360,0.2854,17.2021,1.0209,1.3330,202.5181,14.2309
1601,41.2825,65.9292,0.2841,18.7156,0.9705,1.3374,202.6284,14.2348
1602,42.6503,67.5793,0.2801,17.1449,1.0094,1.3223,202.6928,14.2370
1603,38.2890,47.3447,0.2879,39.1830,1.0546,1.3336,202.9651,14.2466
1604,43.5587,67.4659,0.2755,16.9277,1.0282,1.3083,203.2196,14.2555
1605,44.3437,66.6118,0.2704,18.5035,1.0224,1.2966,203.3609,14.2605
1606,43.9496,66.5027,0.2721,18.3963,0.9815,1.3069,203.4068,14.2621
1607,39.6288,44.9802,0.2820,40.9738,1.0051,1.3268,203.6759,14.2715
1608,43.1088,65.3669,0.2745,19.9677,0.9433,1.3171,203.9186,14.2800
1609,42.2704,45.0633,0.2686,42.0942,0.9718,1.3013,204.0278,14.2838
1610,41.2423,45.0677,0.2738,41.8094,1.0043,1.3074,204.0366,14.2841
1611,38.0836,50.3098,0.2886,36.3094,1.1075,1.3297,204.0447,14.2844
1612,42.1406,45.2821,0.2691,41.1903,0.9988,1.2969,204.7571,14.3093
1613,41.0037,44.8391,0.2751,41.3732,1.0031,1.3104,204.7751,14.3100
1614,41.6348,46.5107,0.2712,38.0095,1.0571,1.2928,204.8119,14.3113
1615,43.7942,66.7965,0.2733,17.2741,1.0565,1.2972,204.9621,14.3165
1616,41.8682,44.8160,0.2707,41.8922,0.9816,1.3038,205.3301,14.3293
1617,40.7608,67.0597,0.2884,18.0405,1.0024,1.3415,205.3915,14.3315
1618,39.0936,44.8723,0.2847,41.2936,0.9867,1.3359,205.6508,14.3405
1619,42.3586,65.9001,0.2789,21.5986,0.9390,1.3282,205.6849,14.3417
1620,40.8349,45.3613,0.2757,41.9500,1.0160,1.3093,205.7828,14.3451
1621,44.4403,66.6963,0.2700,19.4849,0.9995,1.2983,206.0739,14.3553
1622,44.7034,66.4863,0.2684,17.7393,1.0081,1.2932,206.1469,14.3578
1623,38.2874,45.5748,0.2885,40.9210,1.0028,1.3412,206.4227,14.3674
1624,43.4916,66.2648,0.2739,18.2546,0.9689,1.3115,206.4321,14.3677
1625,41.9714,67.8373,0.2837,15.6129,1.0261,1.3268,206.5187,14.3708
1626,40.4432,45.2945,0.2777,40.6600,1.0252,1.3121,206.6414,14.3750
1627,42.1153,45.6855,0.2691,41.6323,1.0120,1.2937,206.7480,14.3787
1628,43.8067,66.8141,0.2733,19.2620,0.9769,1.3089,206.9350,14.3852
1629,44.6476,66.3071,0.2684,18.8345,1.0254,1.2898,206.9690,14.3864
1630,41.4249,68.1849,0.2869,17.4784,1.0332,1.3324,207.0537,14.3894
1631,44.4539,66.5374,0.2697,18.9498,1.0259,1.2927,207.1440,14.3925
1632,38.8804,44.8477,0.2858,40.3642,0.9667,1.3424,207.2672,14.3968
1633,41.5187,67.9700,0.2861,19.1298,1.0096,1.3342,207.3968,14.4013
1634,41.1774,67.8294,0.2875,19.3401,1.0070,1.3379,207.4105,14.4018
1635,41.7695,67.9140,0.2848,16.8920,1.0187,1.3299,207.4189,14.4020
1636,39.2966,44.8240,0.2837,41.9324,0.9949,1.3311,207.4206,14.4021
1637,41.1582,67.8164,0.2876,17.9806,1.0152,1.3368,207.4387,14.4027
1638,42.8658,67.0019,0.2781,16.4653,1.0853,1.3024,207.5005,14.4049
1639,38.0760,47.7637,0.2889,41.1062,1.0498,1.3351,207.5667,14.4072
1640,44.1828,66.9258,0.2716,17.6330,0.9948,1.3020,207.9600,14.4208
